gt_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
i3960-gt,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[316.0, 28.0, 393.0, 74.0]",46.0,small,m3-f1-i3960-p420919,0.855,"[317.53, 28.72, 387.87, 68.16]",0.7834
i3875-gt,3875,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[350.0, 159.0, 403.0, 229.0]",53.0,small,m3-f0-i3875-p383702,0.8545,"[352.09, 158.64, 397.91, 222.8]",0.7846
i2593-gt,2593,0,mar20-airport-proxy-033,aircraft,aircraft,19,"[186.0, 540.0, 274.0, 619.0]",79.0,small,m3-f0-i2593-p244203,0.8525,"[185.86, 534.64, 276.25, 623.17]",0.8689
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[379.0, 79.0, 464.0, 145.0]",66.0,small,m3-f0-i3815-p372609,0.8516,"[382.25, 82.69, 457.59, 141.33]",0.7876
i3300-gt,3300,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[684.0, 616.0, 769.0, 732.0]",85.0,small,m3-f2-i3300-p316802,0.8506,"[681.03, 612.11, 768.19, 734.77]",0.9055
i3875-gt,3875,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[529.0, 511.0, 604.0, 561.0]",50.0,small,m3-f0-i3875-p383703,0.8481,"[528.86, 507.79, 600.05, 561.74]",0.8796
i1997-gt,1997,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[565.0, 355.0, 640.0, 427.0]",72.0,small,m3-f0-i1997-p193802,0.8447,"[560.77, 348.54, 643.92, 436.62]",0.7372
i3779-gt,3779,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[709.0, 657.0, 800.0, 750.0]",91.0,small,m3-f0-i3779-p363906,0.8442,"[711.6, 655.2, 799.34, 753.39]",0.915
i3300-gt,3300,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[511.0, 528.0, 596.0, 636.0]",85.0,small,m3-f2-i3300-p316805,0.8438,"[509.72, 521.63, 600.44, 637.74]",0.8715
i2648-gt,2648,2,mar20-airport-proxy-008,aircraft,aircraft,14,"[336.0, 356.0, 510.0, 524.0]",168.0,medium,m3-f2-i2648-p259800,0.8433,"[350.63, 361.23, 511.08, 524.71]",0.8787
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[862.0, 294.0, 917.0, 370.0]",55.0,small,m3-f1-i4116-p452100,0.8428,"[854.78, 292.96, 928.43, 367.02]",0.7148
i2410-gt,2410,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[171.0, 679.0, 240.0, 766.0]",69.0,small,m3-f2-i2410-p232503,0.8423,"[171.31, 677.69, 242.75, 768.41]",0.9182
i2721-gt,2721,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[703.0, 546.0, 791.0, 635.0]",88.0,small,m3-f2-i2721-p267011,0.8418,"[704.25, 543.63, 794.97, 632.15]",0.8909
i1686-gt,1686,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[368.0, 62.0, 464.0, 195.0]",96.0,medium,m3-f0-i1686-p165906,0.8418,"[372.53, 60.4, 463.4, 189.6]",0.8979
i3131-gt,3131,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[31.0, 569.0, 198.0, 726.0]",157.0,medium,m3-f1-i3131-p345901,0.8413,"[35.99, 562.94, 205.22, 736.28]",0.8445
i2724-gt,2724,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[255.0, 244.0, 370.0, 355.0]",111.0,medium,m3-f1-i2724-p294601,0.8408,"[251.9, 247.41, 362.16, 353.76]",0.8703
i2651-gt,2651,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[350.0, 23.0, 458.0, 106.0]",83.0,small,m3-f0-i2651-p249305,0.8379,"[354.83, 21.46, 460.79, 107.54]",0.8992
i1686-gt,1686,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[573.0, 94.0, 672.0, 228.0]",99.0,medium,m3-f0-i1686-p165907,0.8354,"[579.96, 97.02, 668.48, 228.17]",0.873
i2941-gt,2941,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[142.0, 387.0, 264.0, 448.0]",61.0,small,m3-f2-i2941-p282301,0.8354,"[144.48, 384.47, 257.86, 449.9]",0.8706
i4363-gt,4363,0,mar20-airport-proxy-036,aircraft,aircraft,14,"[492.0, 483.0, 642.0, 650.0]",150.0,medium,m3-f0-i4363-p435901,0.832,"[488.33, 495.21, 643.7, 652.44]",0.8841
i2925-gt,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[323.0, 244.0, 392.0, 342.0]",69.0,small,m3-f2-i2925-p280511,0.8315,"[316.36, 247.92, 400.83, 344.26]",0.772
i3518-gt,3518,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[560.0, 497.0, 689.0, 677.0]",129.0,medium,m3-f0-i3518-p327601,0.8306,"[547.66, 494.73, 693.75, 679.49]",0.8602
i3773-gt,3773,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[532.0, 194.0, 584.0, 247.0]",52.0,small,m3-f0-i3773-p362401,0.8301,"[532.3, 193.68, 584.11, 246.17]",0.9708
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[770.0, 275.0, 824.0, 354.0]",54.0,small,m3-f1-i4116-p452101,0.8301,"[763.38, 280.13, 832.98, 349.83]",0.7031
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[677.0, 262.0, 731.0, 342.0]",54.0,small,m3-f1-i4116-p452102,0.8301,"[671.13, 261.3, 739.45, 340.78]",0.7741
i4204-gt,4204,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[104.0, 568.0, 357.0, 745.0]",177.0,medium,m3-f2-i4204-p380104,0.8267,"[102.34, 564.65, 357.42, 754.1]",0.9267
i3773-gt,3773,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[510.0, 117.0, 560.0, 169.0]",50.0,small,m3-f0-i3773-p362402,0.8262,"[510.36, 114.28, 559.95, 166.77]",0.9024
i3014-gt,3014,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[199.0, 376.0, 269.0, 474.0]",70.0,small,m3-f0-i3014-p284404,0.8247,"[201.66, 376.81, 270.21, 477.1]",0.9102
i1686-gt,1686,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[676.0, 115.0, 771.0, 247.0]",95.0,small,m3-f0-i1686-p165908,0.8232,"[682.15, 118.55, 771.75, 247.85]",0.8977
i2083-gt,2083,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[351.0, 422.0, 621.0, 617.0]",195.0,medium,m3-f0-i2083-p201601,0.8228,"[352.34, 421.48, 623.44, 623.83]",0.9505
i3279-gt,3279,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[190.0, 426.0, 316.0, 563.0]",126.0,medium,m3-f0-i3279-p305704,0.8208,"[189.6, 425.39, 316.26, 562.11]",0.984
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[492.0, 236.0, 550.0, 314.0]",58.0,small,m3-f1-i4116-p452103,0.8188,"[485.6, 235.76, 559.92, 311.09]",0.7552
i1871-gt,1871,2,mar20-airport-proxy-008,aircraft,aircraft,22,"[45.0, 278.0, 116.0, 361.0]",71.0,small,m3-f2-i1871-p182701,0.8169,"[46.82, 271.88, 111.47, 364.49]",0.8237
i3960-gt,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[253.0, 290.0, 327.0, 342.0]",52.0,small,m3-f1-i3960-p420920,0.8125,"[254.6, 291.13, 328.6, 333.49]",0.783
i1686-gt,1686,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[269.0, 44.0, 358.0, 172.0]",89.0,small,m3-f0-i1686-p165909,0.8096,"[269.26, 45.07, 360.42, 174.66]",0.9432
i2207-gt,2207,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[255.0, 448.0, 326.0, 523.0]",71.0,small,m3-f1-i2207-p235507,0.8091,"[260.45, 453.78, 321.58, 522.0]",0.7831
i3770-gt,3770,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[418.0, 31.0, 514.0, 122.0]",91.0,small,m3-f0-i3770-p361801,0.8062,"[419.73, 27.27, 515.43, 124.19]",0.9095
i2934-gt,2934,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[146.0, 555.0, 231.0, 624.0]",69.0,small,m3-f0-i2934-p276911,0.8052,"[147.09, 566.92, 228.49, 622.14]",0.7664
i1617-gt,1617,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[608.0, 102.0, 655.0, 135.0]",33.0,small,m3-f2-i1617-p158409,0.8027,"[608.0, 103.94, 656.07, 136.49]",0.8816
i4080-gt,4080,1,mar20-airport-proxy-049,aircraft,aircraft,16,"[193.0, 121.0, 215.0, 146.0]",22.0,tiny,m3-f1-i4080-p450918,0.8022,"[191.53, 122.29, 215.17, 146.73]",0.861
i1873-gt,1873,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[576.0, 54.0, 668.0, 137.0]",83.0,small,m3-f2-i1873-p183001,0.8018,"[575.15, 50.71, 672.51, 146.17]",0.8216
i1427-gt,1427,1,mar20-airport-proxy-011,aircraft,aircraft,10,"[404.0, 272.0, 473.0, 337.0]",65.0,small,m3-f1-i1427-p148201,0.8018,"[404.21, 271.53, 469.79, 341.2]",0.8897
i3381-gt,3381,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[504.0, 415.0, 693.0, 684.0]",189.0,medium,m3-f2-i3381-p326702,0.7993,"[501.42, 423.63, 695.46, 684.96]",0.9402
i1829-gt,1829,1,mar20-airport-proxy-029,aircraft,aircraft,17,"[237.0, 596.0, 360.0, 725.0]",123.0,medium,m3-f1-i1829-p190805,0.7983,"[237.45, 599.27, 357.86, 723.39]",0.9419
i3884-gt,3884,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[74.0, 325.0, 196.0, 495.0]",122.0,medium,m3-f2-i3884-p366001,0.7959,"[72.49, 335.33, 193.02, 491.6]",0.8867
i1607-gt,1607,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[680.0, 301.0, 724.0, 361.0]",44.0,small,m3-f1-i1607-p167105,0.7954,"[680.21, 297.04, 726.04, 357.74]",0.846
i3770-gt,3770,0,mar20-airport-proxy-018,aircraft,aircraft,20,"[314.0, 299.0, 399.0, 386.0]",85.0,small,m3-f0-i3770-p361802,0.7944,"[313.01, 297.85, 402.61, 386.52]",0.9308
i2984-gt,2984,2,mar20-airport-proxy-021,aircraft,aircraft,20,"[233.0, 421.0, 328.0, 508.0]",87.0,small,m3-f2-i2984-p286503,0.7935,"[233.37, 420.73, 329.13, 508.18]",0.9793
i4072-gt,4072,1,mar20-airport-proxy-049,aircraft,aircraft,14,"[254.0, 66.0, 323.0, 129.0]",63.0,small,m3-f1-i4072-p448803,0.7925,"[254.84, 66.37, 321.05, 132.68]",0.9033
i3381-gt,3381,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[624.0, 304.0, 800.0, 583.0]",176.0,medium,m3-f2-i3381-p326703,0.7925,"[622.66, 307.03, 800.0, 578.91]",0.9673
i3763-gt,3763,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[418.0, 4.0, 510.0, 92.0]",88.0,small,m3-f0-i3763-p360000,0.7905,"[418.8, 2.05, 508.54, 95.31]",0.9217
i2594-gt,2594,1,mar20-airport-proxy-028,aircraft,aircraft,11,"[89.0, 494.0, 177.0, 602.0]",88.0,small,m3-f1-i2594-p280507,0.7876,"[89.48, 497.66, 176.34, 599.22]",0.9283
i3328-gt,3328,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[212.0, 61.0, 270.0, 139.0]",58.0,small,m3-f2-i3328-p321008,0.7861,"[208.4, 57.76, 273.63, 139.31]",0.8505
i2788-gt,2788,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[328.0, 552.0, 423.0, 624.0]",72.0,small,m3-f0-i2788-p261007,0.7861,"[332.54, 554.57, 417.46, 618.87]",0.7983
i4072-gt,4072,1,mar20-airport-proxy-049,aircraft,aircraft,14,"[305.0, 128.0, 374.0, 192.0]",64.0,small,m3-f1-i4072-p448804,0.7856,"[303.47, 125.78, 372.12, 194.36]",0.8896
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[952.0, 304.0, 1010.0, 387.0]",58.0,small,m3-f1-i4116-p452104,0.7852,"[946.05, 305.5, 1015.37, 383.97]",0.7981
i1826-gt,1826,2,mar20-airport-proxy-008,aircraft,aircraft,22,"[74.0, 584.0, 129.0, 640.0]",55.0,small,m3-f2-i1826-p177301,0.7847,"[74.58, 585.94, 134.79, 640.14]",0.8649
i2184-gt,2184,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[682.0, 79.0, 774.0, 148.0]",69.0,small,m3-f0-i2184-p210302,0.7803,"[687.89, 78.42, 771.48, 146.39]",0.8806
i2724-gt,2724,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[599.0, 665.0, 720.0, 777.0]",112.0,medium,m3-f1-i2724-p294602,0.7759,"[601.12, 663.72, 713.72, 774.56]",0.9007
i2473-gt,2473,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[154.0, 62.0, 235.0, 129.0]",67.0,small,m3-f1-i2473-p267605,0.7744,"[158.03, 58.79, 229.47, 127.73]",0.8302
i3073-gt,3073,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[452.0, 95.0, 537.0, 219.0]",85.0,small,m3-f0-i3073-p290103,0.7729,"[446.29, 99.22, 538.09, 220.51]",0.8859
i2978-gt,2978,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[148.0, 343.0, 250.0, 441.0]",98.0,medium,m3-f0-i2978-p281100,0.772,"[144.34, 342.99, 258.01, 427.32]",0.7832
i2577-gt,2577,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[184.0, 541.0, 338.0, 705.0]",154.0,medium,m3-f2-i2577-p251705,0.7695,"[186.04, 542.14, 341.7, 709.42]",0.9323
i2013-gt,2013,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[665.0, 372.0, 738.0, 441.0]",69.0,small,m3-f1-i2013-p210604,0.7637,"[670.95, 367.55, 738.43, 441.04]",0.8617
i1882-gt,1882,1,mar20-airport-proxy-057,aircraft,aircraft,19,"[273.0, 302.0, 335.0, 399.0]",62.0,small,m3-f1-i1882-p195904,0.7607,"[239.21, 299.85, 340.09, 413.04]",0.5267
i3691-gt,3691,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[132.0, 188.0, 220.0, 303.0]",88.0,small,m3-f2-i3691-p356104,0.7583,"[132.69, 195.65, 216.14, 303.17]",0.8839
i2279-gt,2279,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[139.0, 39.0, 282.0, 175.0]",136.0,medium,m3-f0-i2279-p218405,0.7563,"[138.0, 34.24, 281.75, 177.27]",0.9427
i3073-gt,3073,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[357.0, 87.0, 441.0, 210.0]",84.0,small,m3-f0-i3073-p290104,0.75,"[353.32, 89.01, 442.77, 211.77]",0.9115
i1839-gt,1839,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[426.0, 395.0, 508.0, 461.0]",66.0,small,m3-f1-i1839-p192302,0.7485,"[429.71, 393.26, 511.69, 459.08]",0.8663
i1686-gt,1686,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[163.0, 23.0, 254.0, 156.0]",91.0,small,m3-f0-i1686-p165911,0.7485,"[164.84, 26.66, 258.59, 156.35]",0.9059
i2806-gt,2806,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[166.0, 407.0, 245.0, 501.0]",79.0,small,m3-f0-i2806-p263109,0.7466,"[164.65, 403.71, 245.51, 500.98]",0.9437
i3736-gt,3736,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[278.0, 188.0, 364.0, 246.0]",58.0,small,m3-f0-i3736-p353106,0.7422,"[274.95, 185.62, 364.11, 249.93]",0.87
i2735-gt,2735,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[371.0, 408.0, 450.0, 484.0]",76.0,small,m3-f0-i2735-p255601,0.7417,"[371.19, 402.03, 451.46, 472.19]",0.7691
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[218.0, 190.0, 272.0, 267.0]",54.0,small,m3-f1-i4116-p452105,0.7417,"[208.62, 187.81, 284.43, 265.75]",0.6846
i3073-gt,3073,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[254.0, 77.0, 348.0, 198.0]",94.0,small,m3-f0-i3073-p290105,0.7407,"[258.94, 78.66, 348.88, 202.0]",0.8978
i2543-gt,2543,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[509.0, 533.0, 664.0, 672.0]",139.0,medium,m3-f2-i2543-p247505,0.7407,"[512.89, 537.06, 666.8, 667.63]",0.9005
i2244-gt,2244,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[623.0, 391.0, 702.0, 503.0]",79.0,small,m3-f1-i2244-p239100,0.7397,"[621.51, 396.75, 694.9, 496.22]",0.7949
i2115-gt,2115,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[208.0, 194.0, 259.0, 241.0]",47.0,small,m3-f0-i2115-p203703,0.7383,"[206.47, 195.08, 258.76, 241.25]",0.9399
i2984-gt,2984,2,mar20-airport-proxy-021,aircraft,aircraft,20,"[630.0, 383.0, 720.0, 469.0]",86.0,small,m3-f2-i2984-p286506,0.7358,"[630.2, 383.74, 721.36, 469.38]",0.9702
i3884-gt,3884,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[208.0, 297.0, 330.0, 467.0]",122.0,medium,m3-f2-i3884-p366002,0.7358,"[209.64, 302.36, 327.77, 455.94]",0.8748
i2724-gt,2724,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[372.0, 386.0, 487.0, 497.0]",111.0,medium,m3-f1-i2724-p294603,0.7354,"[371.04, 381.98, 487.55, 493.02]",0.9188
i2872-gt,2872,2,mar20-airport-proxy-004,aircraft,aircraft,6,"[61.0, 553.0, 258.0, 754.0]",197.0,medium,m3-f2-i2872-p276304,0.7334,"[61.47, 554.0, 252.39, 760.06]",0.9369
i3779-gt,3779,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[40.0, 649.0, 135.0, 741.0]",92.0,small,m3-f0-i3779-p363909,0.7314,"[43.19, 644.31, 134.84, 742.41]",0.9068
i3258-gt,3258,2,mar20-airport-proxy-040,aircraft,aircraft,22,"[443.0, 112.0, 538.0, 182.0]",70.0,small,m3-f2-i3258-p313205,0.73,"[444.56, 114.31, 537.48, 185.5]",0.9018
i2282-gt,2282,0,mar20-airport-proxy-022,aircraft,aircraft,22,"[400.0, 445.0, 482.0, 533.0]",82.0,small,m3-f0-i2282-p218703,0.7285,"[402.61, 444.85, 481.76, 531.71]",0.9496
i2290-gt,2290,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[552.0, 129.0, 601.0, 177.0]",48.0,small,m3-f0-i2290-p219913,0.7256,"[553.42, 132.65, 600.28, 177.26]",0.8792
i2250-gt,2250,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[301.0, 92.0, 378.0, 188.0]",77.0,small,m3-f0-i2250-p215708,0.7231,"[304.66, 91.92, 376.59, 188.94]",0.9249
i2577-gt,2577,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[504.0, 543.0, 655.0, 703.0]",151.0,medium,m3-f2-i2577-p251707,0.7227,"[500.59, 545.41, 658.01, 707.71]",0.9183
i2925-gt,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[318.0, 183.0, 393.0, 292.0]",75.0,small,m3-f2-i2925-p280518,0.7207,"[314.97, 192.43, 394.41, 288.43]",0.837
i1674-gt,1674,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[357.0, 487.0, 456.0, 563.0]",76.0,small,m3-f0-i1674-p164102,0.7183,"[353.27, 479.24, 460.85, 566.23]",0.804
i3738-gt,3738,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[3.0, 146.0, 134.0, 269.0]",123.0,medium,m3-f0-i3738-p353704,0.7183,"[1.56, 137.01, 133.4, 271.19]",0.9029
i2364-gt,2364,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[476.0, 719.0, 528.0, 800.0]",52.0,small,m3-f1-i2364-p255905,0.7173,"[475.56, 716.26, 526.0, 800.0]",0.9235
i2138-gt,2138,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[83.0, 398.0, 201.0, 487.0]",89.0,small,m3-f2-i2138-p207905,0.7148,"[80.47, 397.95, 201.56, 492.68]",0.9155
i3294-gt,3294,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[692.0, 528.0, 798.0, 660.0]",106.0,medium,m3-f2-i3294-p315607,0.7124,"[690.58, 527.59, 799.27, 661.47]",0.9615
i3706-gt,3706,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[183.0, 258.0, 262.0, 333.0]",75.0,small,m3-f0-i3706-p346500,0.7114,"[185.72, 256.01, 265.45, 332.28]",0.8936
i3365-gt,3365,0,mar20-airport-proxy-037,aircraft,aircraft,12,"[482.0, 405.0, 569.0, 495.0]",87.0,small,m3-f0-i3365-p314103,0.7104,"[479.3, 408.59, 565.23, 492.19]",0.8637
i3729-gt,3729,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[464.0, 396.0, 548.0, 496.0]",84.0,small,m3-f2-i3729-p358200,0.71,"[463.99, 396.88, 550.85, 495.31]",0.9524
i1685-gt,1685,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[381.0, 402.0, 413.0, 439.0]",32.0,tiny,m3-f0-i1685-p165601,0.709,"[376.33, 393.0, 413.71, 438.24]",0.6759
i3773-gt,3773,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[618.0, 506.0, 674.0, 558.0]",52.0,small,m3-f0-i3773-p362406,0.708,"[620.43, 503.44, 672.53, 558.28]",0.8855
i1685-gt,1685,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[551.0, 393.0, 582.0, 432.0]",31.0,tiny,m3-f0-i1685-p165602,0.7046,"[546.05, 388.79, 583.94, 431.52]",0.7308
i1997-gt,1997,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[710.0, 340.0, 787.0, 413.0]",73.0,small,m3-f0-i1997-p193804,0.7041,"[705.4, 336.96, 789.14, 431.01]",0.7138
i3767-gt,3767,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[249.0, 543.0, 302.0, 597.0]",53.0,small,m3-f0-i3767-p361204,0.7026,"[249.0, 539.43, 301.78, 596.51]",0.9258
i3706-gt,3706,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[31.0, 42.0, 109.0, 111.0]",69.0,small,m3-f0-i3706-p346501,0.7026,"[30.37, 38.79, 108.98, 113.75]",0.9131
i1597-gt,1597,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[205.0, 526.0, 310.0, 627.0]",101.0,medium,m3-f0-i1597-p155712,0.6997,"[209.81, 525.51, 308.94, 622.92]",0.9018
i2244-gt,2244,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[330.0, 362.0, 418.0, 466.0]",88.0,small,m3-f1-i2244-p239101,0.6997,"[334.01, 357.08, 415.99, 461.67]",0.8551
i2961-gt,2961,1,mar20-airport-proxy-011,aircraft,aircraft,23,"[385.0, 440.0, 432.0, 531.0]",47.0,small,m3-f1-i2961-p323705,0.6938,"[378.34, 437.13, 430.25, 528.49]",0.7985
i1535-gt,1535,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[585.0, 393.0, 704.0, 486.0]",93.0,small,m3-f0-i1535-p151204,0.6919,"[583.5, 397.0, 702.44, 485.82]",0.9313
i2718-gt,2718,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[380.0, 422.0, 570.0, 590.0]",168.0,medium,m3-f0-i2718-p254702,0.6895,"[379.54, 401.27, 567.33, 580.76]",0.8288
i3881-gt,3881,2,mar20-airport-proxy-040,aircraft,aircraft,22,"[299.0, 210.0, 414.0, 403.0]",115.0,medium,m3-f2-i3881-p365105,0.6865,"[298.56, 234.27, 418.29, 391.26]",0.7871
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[403.0, 220.0, 459.0, 294.0]",56.0,small,m3-f1-i4116-p452106,0.6802,"[392.57, 215.83, 466.63, 295.11]",0.7059
i2978-gt,2978,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[377.0, 368.0, 480.0, 466.0]",98.0,medium,m3-f0-i2978-p281101,0.6797,"[374.76, 368.8, 479.15, 464.79]",0.9512
i2633-gt,2633,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[671.0, 461.0, 733.0, 535.0]",62.0,small,m3-f2-i2633-p258009,0.6777,"[674.78, 467.97, 729.91, 528.12]",0.7228
i3760-gt,3760,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[310.0, 466.0, 425.0, 584.0]",115.0,medium,m3-f0-i3760-p359109,0.6724,"[310.64, 466.26, 422.17, 581.4]",0.9462
i4072-gt,4072,1,mar20-airport-proxy-049,aircraft,aircraft,14,"[91.0, 144.0, 158.0, 214.0]",67.0,small,m3-f1-i4072-p448806,0.6719,"[86.65, 146.33, 158.54, 212.41]",0.8832
i2244-gt,2244,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[50.0, 325.0, 131.0, 437.0]",81.0,small,m3-f1-i2244-p239102,0.668,"[49.24, 326.71, 125.95, 427.98]",0.8407
i2658-gt,2658,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[302.0, 356.0, 385.0, 437.0]",81.0,small,m3-f1-i2658-p285906,0.6597,"[298.46, 348.88, 387.48, 438.62]",0.8416
i4113-gt,4113,0,mar20-airport-proxy-006,aircraft,aircraft,5,"[413.0, 30.0, 478.0, 87.0]",57.0,small,m3-f0-i4113-p410104,0.6597,"[409.24, 28.73, 478.58, 88.79]",0.8896
i1354-gt,1354,1,mar20-airport-proxy-010,aircraft,aircraft,14,"[521.0, 1.0, 596.0, 75.0]",74.0,small,m3-f1-i1354-p140707,0.6543,"[521.97, 0.2, 596.0, 74.85]",0.9746
i2244-gt,2244,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[191.0, 337.0, 281.0, 446.0]",90.0,small,m3-f1-i2244-p239103,0.6538,"[189.65, 339.21, 272.07, 443.6]",0.8505
i3450-gt,3450,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[508.0, 463.0, 592.0, 525.0]",62.0,small,m3-f1-i3450-p378011,0.6504,"[508.86, 462.79, 593.48, 523.93]",0.9529
i3300-gt,3300,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[363.0, 138.0, 451.0, 232.0]",88.0,small,m3-f2-i3300-p316808,0.6489,"[360.11, 137.92, 451.61, 234.35]",0.9374
i2984-gt,2984,2,mar20-airport-proxy-021,aircraft,aircraft,20,"[422.0, 399.0, 515.0, 483.0]",84.0,small,m3-f2-i2984-p286508,0.6367,"[421.97, 396.26, 515.53, 483.42]",0.9581
i2410-gt,2410,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[473.0, 606.0, 543.0, 696.0]",70.0,small,m3-f2-i2410-p232505,0.6304,"[471.26, 605.3, 545.14, 700.17]",0.8989
i2543-gt,2543,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[486.0, 672.0, 645.0, 800.0]",128.0,medium,m3-f2-i2543-p247507,0.6284,"[488.62, 670.95, 643.41, 799.37]",0.961
i3820-gt,3820,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[456.0, 389.0, 504.0, 425.0]",36.0,small,m3-f2-i3820-p360608,0.6235,"[451.32, 386.24, 501.81, 423.91]",0.7876
